no,troncon_associe,nom,type,description,cours_eau,superficie,latitude,longitude,regime,etat,lien_historique,lien_suivi_hydro,prev_hydrologique,prev_hydraulique,debut,fin,combinaison
"061905","SAGU00838","Ashuapmushuan","Débit","à 8,5 km en aval de la rivière du Chef","Ashuapmushuan, Rivière",11100.0,49.2785277778,-73.3555,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=061905","S.O.","S.O.","S.O.",1962,2011,""
"061906","SAGU00973","Ashuapmushuan","Débit","à 0,2 km en amont du pont-route 167","Ashuapmushuan, Rivière",4330.0,49.2567369354,-73.707872477,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=061906","S.O.","S.O.","S.O.",1962,1993,""
"061909","SAGU01090","Aux Saumons","Débit","à 1,3 km de la rivière Ashuapmushuan","Saumons, Rivière aux",591.0,48.6838888889,-72.5126944444,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=061909","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=061909","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=061909","S.O.",1982,"",""
"061910","-","Cours d'eau numéro 06190549","Débit","à 500 m du lac de la Tirasse","Trib.49D.12M.59S.-73D.39M.28S.",3.0,49.2101944444,-73.6511944444,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=061910","S.O.","S.O.","S.O.",1996,2000,""
"062001","SAGU01102","Ticouapé","Débit","au pont-route 373","Ticouapé, Rivière",295.0,48.8550456452,-72.4942263447,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=062001","S.O.","S.O.","S.O.",1978,1983,""
"062002","SAGU01101","Rouge","Débit","en amont du ponceau sur la route 169 (rang St-Cyrille)","Rouge, Ruisseau",26.8,48.8037777778,-72.4920555556,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=062002","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=062002","S.O.","S.O.",2009,"",""
"062101","SAGU01125","Mistassibi","Débit et Niveau","à 1,6 km de la rivière Mistassini","Mistassibi, Rivière",8680.6,48.8996546269,-72.2107036758,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=062101","S.O.","S.O.","S.O.",1953,2004,"062114, 062101"
"062102","SAGU01329","Mistassini","Débit","à 3,4 km en amont de la rivière Mistassibi","Mistassini, Rivière",9631.0,48.8886666667,-72.2723888889,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=062102","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=062102","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=062102","S.O.",1953,"",""
"062103","SAGU01332","Mistassini","Débit","à 1,8 km en amont de la Samaqua","Mistassini, Rivière",4580.0,49.1689455495,-72.5683996501,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=062103","S.O.","S.O.","S.O.",1962,1968,"062111, 062103"
"062104","SAGU01407","Ouasiemsca","Débit","à 1,9 km de la Mistassini","Ouasiemsca, Rivière",3420.0,49.0006001329,-72.5042354604,"Peu influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=062104","S.O.","S.O.","S.O.",1962,1972,""
"062109","-","Ouasiemsca","Niveau","à 0,3 km en aval de la Micosas","Ouasiemsca, Rivière",3320.0,49.1025567925,-72.7320184019,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=062109","S.O.","S.O.","S.O.",1965,1979,""
"062110","-","Lac à Jim","Niveau","au lac à Jim","Jim, Lac à",1190.0,48.9833893884,-72.7417392117,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=062110","S.O.","S.O.","S.O.",1965,1982,""
"062111","-","Mistassini","Débit","à 20,9 km en amont de la Samaqua","Mistassini, Rivière",4480.0,49.31894713,-72.6375677829,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=062111","S.O.","S.O.","S.O.",1969,1975,"062111, 062103"
"062114","SAGU01125","Mistassibi","Débit","en amont de la chute Bouchard","Mistassibi, Rivière",8643.9,48.9425277778,-72.1725555556,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=062114","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=062114","S.O.","S.O.",2003,2022,"062114, 062101"
"062209","-","Manouane","Débit","à la sortie du lac Duhamel","Manouane, Rivière",3686.0,49.8814255426,-70.9260532274,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=062209","S.O.","S.O.","S.O.",1979,2013,""
"062210","SAGU01739","Au Serpent","Débit","à 9,6 km de la rivière Péribonca","Serpent, Rivière au",2220.0,49.6075551214,-71.2988967228,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=062210","S.O.","S.O.","S.O.",1979,1984,""
"062701","SAGU00201","Valin","Débit","à 3,5 km de l'embouchure","Valin, Rivière",768.0,48.4879444444,-70.9721944444,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=062701","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=062701","S.O.","S.O.",1974,"",""
"062802","SAGU02134","Sainte-Marguerite Nord-Est","Débit","à 1,8 km de la rivière Sainte-Marguerite","Sainte-Marguerite Nord-Est, Rivière",1100.0,48.2680452168,-69.9083294036,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=062802","S.O.","S.O.","S.O.",1976,1998,"062803, 062802"
"062803","SAGU02134","Sainte-Marguerite Nord-Est","Débit","à 1,7 km de la rivière Sainte-Marguerite","Sainte-Marguerite Nord-Est, Rivière",1097.0,48.268025,-69.9092,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=062803","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=062803","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=062803","S.O.",1998,"","062803, 062802"
"062914","-","Lac Saint-Jean","Niveau","à Roberval (près du centre aquatique)","Saint-Jean, Lac",71584.0,48.5366111111,-72.2176111111,"Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=062914","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=062914","S.O.","S.O.",1986,"",""
"064101","SAGU00818","Aux Iroquois","Débit","à 150 m. en amont du pont du 3e rang à St-Prime","Iroquois, Rivière aux",177.0,48.58315,-72.3790388889,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=064101","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=064101","S.O.","S.O.",2011,"",""
"070201","-","Des Escoumins","Débit","à 3,1 km en amont du pont-route 138 à Les Escoumins","Escoumins, Rivière des",793.0,48.3386417038,-69.4374482719,"Peu influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=070201","S.O.","S.O.","S.O.",1920,1984,"070204, 070203, 070201"
"070202","CNDA00019","À Cassette","Débit","à 0,8 km de la rivière des Escoumins","Cassette, Rivière à",40.7,48.4083706101,-69.5230001649,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=070202","S.O.","S.O.","S.O.",1983,1993,""
"070203","-","Des Escoumins","Débit","à 5,4 km en amont du pont-route 138 à Les Escoumins","Escoumins, Rivière des",787.0,48.3494756659,-69.4555039691,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=070203","S.O.","S.O.","S.O.",1984,1992,"070204, 070203, 070201"
"070204","CNDA00018","Des Escoumins","Débit","à 9,0 km de son embouchure","Escoumins, Rivière des",768.0,48.3713888889,-69.4736111111,"Peu influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=070204","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=070204","S.O.","S.O.",1992,"","070204, 070203, 070201"
"070401","CNDA00036","Portneuf","Débit","à l'amont des chutes Philias","Portneuf, Rivière",3085.0,48.6483648739,-69.1818846119,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=070401","S.O.","S.O.","S.O.",1973,1994,""
"070704","-","Betsiamites","Débit","à la tête de la première chute à 72,4 km de l'embouchure","Betsiamites, Rivière",16100.0,49.1828143002,-69.2457704638,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=070704","S.O.","S.O.","S.O.",1951,1956,""
"071201","-","Aux Anglais","Débit","à 0,1 km en aval du pont-route 138","Anglais, Rivière aux",444.0,49.2711461497,-68.1543368174,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=071201","S.O.","S.O.","S.O.",1985,1991,""
"103605","-","Aux Mélèzes","Débit et Niveau","à 7,6 km de la confluence avec la Koksoak","Mélèzes, Rivière aux",40429.0,57.6797,-69.6171,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=103605","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=103605","S.O.","S.O.",1962,2022,"103605, 103602"
"071401","CNDB00855","Godbout","Débit","à 1,6 km en amont du pont-route 138","Godbout, Rivière",1577.0,49.33075,-67.6545833333,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=071401","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=071401","S.O.","S.O.",1974,"",""
"071801","CNDB01112","Riverin","Débit","à environ 6.3 km de l'embouchure","Riverin, Rivière",219.5,49.8186083333,-67.1641138889,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=071801","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=071801","S.O.","S.O.",2014,"",""
"072201","-","Des Rapides","Débit","à 3,1 km de l'embouchure","Rapides, Rivière des",557.0,50.2853201786,-66.4520404348,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=072201","S.O.","S.O.","S.O.",1947,1983,""
"072301","CNDC00469","Moisie","Débit et Niveau","à 5,1 km en amont du pont du Q.N.S.L.R.","Moisie, Rivière",19012.0,50.3525,-66.1866666667,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=072301","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=072301","S.O.","S.O.",1965,"",""
"072302","CNDC00566","Aux Pékans","Débit","à 7,1 km de la Moisie","Pékans, Rivière aux",3390.0,52.1889580959,-66.8906636671,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=072302","S.O.","S.O.","S.O.",1965,1982,""
"072502","-","Matamec","Débit","à la sortie du lac Matamec","Matamec, Rivière",458.0,50.3417086037,-65.9378526306,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=072502","S.O.","S.O.","S.O.",1974,1986,""
"072503","CNDC00795","Matamec","Débit","à 0,8 km en aval de la rivière aux Rats Musqués","Matamec, Rivière",679.0,50.2933750529,-65.9625764735,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=072503","S.O.","S.O.","S.O.",1975,1986,""
"073301","CNDC00003","Au Tonnerre","Débit","à 0,6 km en amont du pont-route 138","Tonnerre, Rivière au",684.0,50.2825407127,-64.7819770059,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=073301","S.O.","S.O.","S.O.",1947,1986,"073303, 073301"
"073303","CNDC00003","Au Tonnerre","Débit","à 6,4 km en amont du pont-route 138","Tonnerre, Rivière au",676.0,50.3080965411,-64.7464198437,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=073303","S.O.","S.O.","S.O.",1984,1993,"073303, 073301"
"073501","CNDC00032","Magpie","Débit","à 2,3 km de l'embouchure","Magpie, Rivière",7610.0,50.3242080471,-64.4533520596,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=073501","S.O.","S.O.","S.O.",1946,1959,"073502, 073501"
"073502","CNDC00033","Magpie","Débit","à 8,0 km en amont du pont-route 138","Magpie, Rivière",7590.0,50.3775418886,-64.4250171447,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=073502","S.O.","S.O.","S.O.",1965,1979,"073502, 073501"
"073503","CNDC00037","Magpie","Débit","à la décharge du lac Magpie","Magpie, Lac",7201.0,50.6855555556,-64.5786111111,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=073503","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=073503","S.O.","S.O.",1978,"",""
"073801","CNDD00900","Romaine","Débit et Niveau","à 16.4 km. de l'embouchure en amont du pont chemin de fer","Romaine, Rivière",12922.0,50.308087,-63.621966,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=073801","S.O.","S.O.","S.O.",1956,2014,""
"073802","-","Romaine","Débit","à 18,5 km en aval de la rivière aux Sauterelles","Romaine, Rivière",6550.0,51.7672659737,-63.7174476218,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=073802","S.O.","S.O.","S.O.",1972,1982,""
"074701","CNDD01367","Aguanish","Débit","à 1,4 km en amont de la Dany","Aguanish, Rivière",5590.0,50.2475276697,-62.1165789699,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=074701","S.O.","S.O.","S.O.",1962,1982,""
"074702","CNDD01505","Dany","Débit","à 2,4 km de l'Aguanus","Dany, Rivière",151.0,50.2441944364,-62.1365796876,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=074702","S.O.","S.O.","S.O.",1962,1972,""
"074901","CNDD00486","Natashquan","Débit","à 20,1 km de l'embouchure","Natashquan, Rivière",16000.0,50.1916900177,-61.5921177877,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=074901","S.O.","S.O.","S.O.",1962,1971,"074903, 074901"
"074902","CNDD00502","Natashquan","Débit","à 25,7 km en aval de la Natashquan Est","Natashquan, Rivière",11600.0,51.1416916515,-61.6101485138,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=074902","S.O.","S.O.","S.O.",1966,1983,""
"074903","CNDD00491","Natashquan","Débit et Niveau","à 0,6 km en aval de la décharge du lac Alieste","Natashquan, Rivière",15693.0,50.4275,-61.7122222222,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=074903","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=074903","S.O.","S.O.",1980,"","074903, 074901"
"075601","CNDD00015","Étamamiou","Débit","à 17,5 km de l'embouchure","Étamamiou, Rivière",2950.0,50.3836213839,-59.9898368418,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=075601","S.O.","S.O.","S.O.",1974,1993,""
"075701","CNDE00482","Du Petit Mécatina","Débit","à 5,1 km en amont de la Nétagamiou","Petit Mécatina, Rivière du",19100.0,50.701950373,-59.5981526754,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=075701","S.O.","S.O.","S.O.",1965,1980,"075705, 075702, 075701"
"075702","CNDE00511","Du Petit Mécatina","Débit","à la sortie du lac Breton","Petit Mécatina, Rivière du",12100.0,51.8436303146,-60.1237076857,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=075702","S.O.","S.O.","S.O.",1979,1993,"075705, 075702, 075701"
"075705","CNDE00485","Du Petit Mécatina","Débit","à 1,0 km en amont de la Nétagamiou","Petit Mécatina, Rivière du",19191.0,50.6808333333,-59.6019444444,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=075705","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=075705","S.O.","S.O.",1994,"","075705, 075702, 075701"
"076101","-","Saint-Augustin","Débit","à 3,2 km en aval de la rivière à la Mouche","Saint-Augustin, Rivière",5750.0,51.612506937,-58.7014395109,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=076101","S.O.","S.O.","S.O.",1967,1982,""
"076201","CNDE01024","Coxipi","Débit","à la sortie du lac Coxipi","Coxipi, Rivière",1060.0,51.5022258819,-58.395042162,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=076201","S.O.","S.O.","S.O.",1980,1993,""
"076601","CNDE00147","Saint-Paul","Débit et Niveau","à 0,5 km du ruisseau Chanion","Saint-Paul, Rivière",5504.0,51.7708333333,-57.6011111111,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=076601","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=076601","S.O.","S.O.",1967,"",""
"076801","CNDE00093","Brador","Débit","à 0,6 km de l'embouchure","Brador, Rivière",206.0,51.5091588637,-57.2508229228,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=076801","S.O.","S.O.","S.O.",1969,1988,""
"080101","ABIT01483","Harricana","Débit et Niveau","à 3,1 km en aval du pont-route 111 à Amos","Harricana, Rivière",3724.0,48.59775,-78.1102222222,"Peu influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=080101","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=080101","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=080101","S.O.",1933,"","080101, 080102"
"080102","ABIT01483","Harricana","Débit","au pont du C.N. à Amos","Harricana, Rivière",3680.0,48.5698130645,-78.1230768722,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=080102","S.O.","S.O.","S.O.",1914,1933,"080101, 080102"
"080104","ABIT00822","Turgeon","Débit et Niveau","à 14,3 km en amont de la rivière Harricana","Turgeon, Rivière",11200.0,49.9853649684,-79.0950529718,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=080104","S.O.","S.O.","S.O.",1968,2004,""
"080106","ABIT01542","Bourlamaque","Débit","à 1.1 km. en amont du pont de la route 117","Bourlamaque, Rivière",365.0,48.0894444444,-77.6704138889,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=080106","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=080106","S.O.","S.O.",2009,"",""
"080701","-","Nottaway","Débit","à la tête du lac Soscumica","Nottaway, Rivière",57500.0,50.134529807,-77.4208092133,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=080701","S.O.","S.O.","S.O.",1956,1982,""
"080702","-","Waswanipi","Niveau","à la sortie du lac Waswanipi","Waswanipi, Rivière",22500.0,49.6514796031,-76.4940900985,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=080702","S.O.","S.O.","S.O.",1949,1965,""
"080703","-","Bell","Débit","à 5,0 km en amont du pont du C.N. à Senneterre","Bell, Rivière",2010.0,48.3514767014,-77.2730436543,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=080703","S.O.","S.O.","S.O.",1927,1963,"080706, 080703, 080708, 080721"
"080704","-","Waswanipi","Débit","à 0,5 km en aval de l'Opawica","Waswanipi, Rivière",18700.0,49.6967475309,-75.9846320493,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=080704","S.O.","S.O.","S.O.",1962,1982,""
"080705","ABIT00192","Mégiscane","Débit","à 2,3 km en aval du pont du C.N. près de Mégiscane","Mégiscane, Rivière",8310.0,48.3370303732,-77.0797070643,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=080705","S.O.","S.O.","S.O.",1924,1965,"080717, 080705"
"080706","ABIT00590","Bell","Débit","à 9,0 km en amont du pont du C.N. à Senneterre","Bell, Rivière",1990.0,48.3189766674,-77.3036004571,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=080706","S.O.","S.O.","S.O.",1964,1972,"080706, 080703, 080708, 080721"
"080707","ABIT00018","Bell","Débit et Niveau","à 7,7 km en amont du lac Matagami","Bell, Rivière",22275.0,49.7546111111,-77.6170277778,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=080707","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=080707","S.O.","S.O.",1962,"",""
"080708","ABIT00588","Bell","Débit","à 0,3 km en aval du pont du C.N. à Senneterre","Bell, Rivière",2110.0,48.3878654996,-77.2305418132,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=080708","S.O.","S.O.","S.O.",1922,1927,"080706, 080703, 080708, 080721"
"080709","-","Chibougamau","Débit","au pont-route au mille 133","Chibougamau, Rivière",1170.0,49.7586883206,-74.4256737644,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=080709","S.O.","S.O.","S.O.",1964,1967,"080719, 080709"
"080710","-","Lac aux Dorés","Niveau","en aval de la jetée de l'île Merrill","Dorés, Lac aux",0.0,49.858133094,-74.3542818362,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=080710","S.O.","S.O.","S.O.",1964,1971,""
"080711","-","Lac aux Dorés","Niveau","en amont de la jetée de l'île Merrill","Dorés, Lac aux",0.0,49.8586886557,-74.3542818221,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=080711","S.O.","S.O.","S.O.",1964,1971,""
"080712","-","Lac aux Dorés","Niveau","dans la baie de Bateman","Dorés, Lac aux",0.0,49.9014660036,-74.2440019353,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=080712","S.O.","S.O.","S.O.",1964,1969,""
"080713","-","Lac Chibougamau","Niveau","dans la baie du Commencement","Chibougamau, Lac",0.0,49.8995213806,-74.2423355988,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=080713","S.O.","S.O.","S.O.",1964,1969,""
"080714","-","Lac Chibougamau","Niveau","dans la baie de Queylus","Chibougamau, Lac",1020.0,49.7481325375,-74.3981727018,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=080714","S.O.","S.O.","S.O.",1964,1982,""
"080716","-","Allard","Niveau","au pont-route 109","Allard, Rivière",0.0,49.7836939037,-77.8272199706,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=080716","S.O.","S.O.","S.O.",1965,1971,""
"080717","-","Mégiscane","Débit","à 13,5 km en amont du lac Parent","Mégiscane, Rivière",8310.0,48.3711978111,-77.1183176643,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=080717","S.O.","S.O.","S.O.",1965,1983,"080717, 080705"
"103702","-","Caniapiscau","Débit","à 1,0 km en amont de la chute de la Pyrite","Caniapiscau, Rivière",48903.0,57.4169166667,-69.2455555556,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=103702","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=103702","S.O.","S.O.",1962,"",""
"080719","-","Chibougamau","Débit","à la tête du lac David","Chibougamau, Rivière",1240.0,49.8020224513,-74.5078990229,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=080719","S.O.","S.O.","S.O.",1967,1972,"080719, 080709"
"080720","-","Lac Villebon","Niveau","au lac Villebon","Villebon, Lac",0.0,48.0311885499,-77.3411088514,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=080720","S.O.","S.O.","S.O.",1968,1972,""
"080721","ABIT00588","Bell","Débit","à 0,2 km en amont du pont du C.N. à Senneterre","Bell, Rivière",2110.0,48.3875877487,-77.2380420946,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=080721","S.O.","S.O.","S.O.",1914,1922,"080706, 080703, 080708, 080721"
"080801","-","Broadback","Débit","à 1,6 km en aval de la Ouasouagami","Broadback, Rivière",17100.0,51.1850964985,-77.432753675,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=080801","S.O.","S.O.","S.O.",1956,1982,""
"080802","-","Broadback","Débit","à 2,1 km en amont du lac Evans","Broadback, Rivière",10900.0,50.787312145,-76.7199468692,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=080802","S.O.","S.O.","S.O.",1966,1972,""
"104001","-","À la Baleine","Débit et Niveau","à 40,2 km de l'embouchure","Baleine, Rivière à la",29878.0,57.8885555556,-67.6000833333,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=104001","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=104001","S.O.","S.O.",1962,"",""
